"count","temp","windspeed","month","humidity"
227,30.34,8.9981,7,58
139,31.16,7.0015,7,52
172,31.98,7.0015,7,46
201,32.8,7.0015,7,43
203,33.62,7.0015,7,43
178,32.8,11.0014,7,49
162,33.62,0,7,43
281,33.62,7.0015,7,46
545,33.62,7.0015,7,46
496,32.8,11.0014,7,55
368,32.8,8.9981,7,59
284,31.16,7.0015,7,66
245,31.98,16.9979,7,62
155,31.16,15.0013,7,66
73,30.34,11.0014,7,66
37,29.52,12.998,7,74
15,28.7,8.9981,7,74
5,28.7,6.0032,7,79
6,28.7,0,7,79
6,27.88,6.0032,7,83
35,27.88,6.0032,7,83
121,28.7,6.0032,7,79
312,29.52,0,7,79
428,29.52,7.0015,7,74
189,28.7,12.998,7,79
43,28.7,6.0032,7,79
127,29.52,0,7,74
152,30.34,6.0032,7,66
140,30.34,7.0015,7,70
163,31.16,19.0012,7,66
185,31.16,19.0012,7,70
275,31.16,16.9979,7,70
596,31.98,15.0013,7,59
563,31.16,12.998,7,62
394,30.34,15.0013,7,70
312,29.52,16.9979,7,74
241,28.7,12.998,7,79
186,28.7,12.998,7,79
98,27.88,15.0013,7,83
35,27.06,8.9981,7,89
16,27.06,12.998,7,89
8,27.06,12.998,7,89
4,26.24,7.0015,7,94
4,26.24,7.0015,7,89
32,26.24,7.0015,7,89
118,26.24,8.9981,7,89
292,27.06,7.0015,7,89
443,28.7,12.998,7,79
179,30.34,11.0014,7,70
101,31.98,0,7,62
142,33.62,8.9981,7,52
171,34.44,0,7,41
155,35.26,0,7,41
160,35.26,16.9979,7,41
166,35.26,16.9979,7,41
265,35.26,15.0013,7,39
569,35.26,16.9979,7,36
562,34.44,19.9995,7,44
365,33.62,19.0012,7,52
285,31.16,23.9994,7,58
209,30.34,11.0014,7,62
182,30.34,11.0014,7,62
129,29.52,0,7,66
47,30.34,7.0015,7,66
34,29.52,0,7,79
22,28.7,11.0014,7,74
6,27.88,7.0015,7,79
11,28.7,16.9979,7,79
27,27.88,16.9979,7,79
102,28.7,7.0015,7,74
332,28.7,12.998,7,79
457,29.52,16.9979,7,74
241,31.16,19.9995,7,70
138,30.34,23.9994,7,70
165,30.34,16.9979,7,74
213,31.16,19.0012,7,70
229,31.98,19.0012,7,66
216,32.8,23.9994,7,63
141,32.8,23.9994,7,63
132,27.88,30.0026,7,83
167,27.06,30.0026,7,89
316,27.06,6.0032,7,83
270,27.06,6.0032,7,83
250,27.06,11.0014,7,83
204,27.06,16.9979,7,83
169,27.06,12.998,7,78
151,27.06,6.0032,7,78
121,27.06,8.9981,7,83
53,26.24,7.0015,7,89
55,26.24,11.0014,7,89
30,26.24,8.9981,7,89
6,26.24,15.0013,7,83
15,25.42,11.0014,7,88
38,26.24,12.998,7,83
71,27.06,12.998,7,78
182,28.7,16.9979,7,70
247,30.34,19.0012,7,58
264,31.16,11.0014,7,52
290,31.98,19.9995,7,46
366,32.8,16.9979,7,46
416,33.62,15.0013,7,41
373,34.44,8.9981,7,36
402,34.44,6.0032,7,34
416,33.62,0,7,38
401,34.44,0,7,32
378,33.62,7.0015,7,36
306,31.16,11.0014,7,55
314,31.16,15.0013,7,58
238,30.34,11.0014,7,58
214,29.52,11.0014,7,62
140,29.52,12.998,7,58
154,28.7,11.0014,7,61
113,28.7,8.9981,7,61
96,27.88,6.0032,7,69
25,27.06,6.0032,7,74
5,27.06,6.0032,7,69
17,27.06,0,7,74
25,26.24,6.0032,7,78
65,28.7,6.0032,7,70
92,29.52,0,7,66
169,30.34,6.0032,7,66
268,31.16,8.9981,7,55
287,31.98,12.998,7,55
377,33.62,19.0012,7,46
367,32.8,19.9995,7,46
349,33.62,22.0028,7,41
361,34.44,19.0012,7,39
372,34.44,19.0012,7,41
363,34.44,15.0013,7,36
363,33.62,19.0012,7,43
303,32.8,22.0028,7,49
268,31.16,12.998,7,55
227,30.34,16.9979,7,62
143,30.34,15.0013,7,66
72,29.52,16.9979,7,66
35,28.7,12.998,7,65
10,28.7,19.0012,7,61
12,28.7,15.0013,7,61
10,27.88,11.0014,7,65
4,27.06,15.0013,7,74
26,27.06,8.9981,7,74
121,27.88,12.998,7,74
317,28.7,16.9979,7,74
420,30.34,19.0012,7,66
208,31.98,19.9995,7,59
117,32.8,23.9994,7,55
128,33.62,19.9995,7,56
148,34.44,19.0012,7,53
141,35.26,16.9979,7,50
134,35.26,19.0012,7,53
146,35.26,27.9993,7,56
239,35.26,26.0027,7,56
514,35.26,27.9993,7,56
472,35.26,26.0027,7,53
373,34.44,22.0028,7,59
236,29.52,27.9993,7,74
130,28.7,27.9993,7,79
90,29.52,8.9981,7,74
55,28.7,8.9981,7,79
22,28.7,8.9981,7,79
14,28.7,6.0032,7,79
9,28.7,7.0015,7,79
8,28.7,0,7,79
6,28.7,11.0014,7,79
25,28.7,6.0032,7,79
115,30.34,15.0013,7,58
330,31.16,12.998,7,55
417,31.16,15.0013,7,58
176,31.98,32.9975,7,55
123,33.62,11.0014,7,52
125,33.62,11.0014,7,52
163,35.26,19.9995,7,44
136,35.26,15.0013,7,47
124,36.9,19.9995,7,42
148,36.9,23.9994,7,42
202,35.26,19.0012,7,44
428,36.08,19.0012,7,44
511,35.26,19.9995,7,47
337,34.44,19.0012,7,44
308,33.62,12.998,7,43
258,33.62,7.0015,7,43
194,32.8,8.9981,7,46
79,31.98,0,7,52
46,31.16,0,7,62
12,31.16,0,7,55
5,31.16,0,7,55
4,30.34,12.998,7,58
5,30.34,16.9979,7,58
26,30.34,12.998,7,58
121,30.34,11.0014,7,58
313,31.16,16.9979,7,55
449,32.8,16.9979,7,49
186,33.62,12.998,7,41
113,33.62,12.998,7,46
165,34.44,11.0014,7,39
174,34.44,19.0012,7,41
158,33.62,8.9981,7,46
116,33.62,8.9981,7,46
46,26.24,8.9981,7,94
141,27.06,0,7,89
488,28.7,0,7,79
463,29.52,8.9981,7,79
419,28.7,7.0015,7,79
342,28.7,11.0014,7,84
250,28.7,7.0015,7,79
184,27.88,12.998,7,83
116,27.06,16.9979,7,83
46,27.06,19.9995,7,69
25,27.06,16.9979,7,61
10,26.24,19.9995,7,57
6,25.42,19.9995,7,57
6,25.42,16.9979,7,53
28,24.6,15.0013,7,56
130,24.6,15.0013,7,60
334,25.42,16.9979,7,53
486,26.24,23.9994,7,50
224,27.88,19.0012,7,47
127,28.7,16.9979,7,42
148,29.52,15.0013,7,37
223,30.34,16.9979,7,35
177,31.16,22.0028,7,33
178,30.34,19.0012,7,35
180,31.16,19.9995,7,33
274,31.16,8.9981,7,33
595,30.34,8.9981,7,37
578,29.52,12.998,7,42
400,29.52,15.0013,7,39
348,28.7,15.0013,7,42
261,27.06,8.9981,7,50
176,26.24,6.0032,7,57
124,26.24,16.9979,7,65
80,25.42,15.0013,7,73
20,25.42,12.998,7,73
38,24.6,11.0014,7,78
7,24.6,12.998,7,73
10,24.6,11.0014,7,73
23,24.6,8.9981,7,73
120,24.6,7.0015,7,73
274,26.24,7.0015,7,65
564,26.24,16.9979,7,65
207,27.88,12.998,7,54
166,27.06,11.0014,7,61
210,28.7,8.9981,7,54
238,28.7,12.998,7,48
247,28.7,12.998,7,54
265,28.7,12.998,7,51
237,29.52,11.0014,7,45
361,29.52,12.998,7,51
587,30.34,16.9979,7,42
496,29.52,15.0013,7,45
394,28.7,15.0013,7,45
343,28.7,15.0013,7,51
261,27.06,7.0015,7,54
223,27.06,15.0013,7,57
167,26.24,11.0014,7,61
110,25.42,12.998,7,65
75,24.6,7.0015,7,69
58,24.6,8.9981,7,73
26,24.6,8.9981,7,78
16,24.6,6.0032,7,73
10,23.78,6.0032,7,78
37,24.6,11.0014,7,78
52,25.42,8.9981,7,73
127,27.06,11.0014,7,65
222,28.7,15.0013,7,54
322,29.52,12.998,7,54
396,30.34,15.0013,7,48
463,31.16,19.0012,7,43
497,31.16,19.9995,7,45
433,30.34,19.9995,7,45
428,31.16,22.0028,7,45
425,31.16,19.0012,7,45
475,31.16,15.0013,7,45
428,31.16,19.0012,7,45
406,30.34,12.998,7,48
296,29.52,15.0013,7,51
252,28.7,15.0013,7,58
201,28.7,19.0012,7,65
168,27.88,15.0013,7,61
125,27.06,15.0013,7,65
102,26.24,12.998,7,69
94,26.24,15.0013,7,69
47,26.24,15.0013,7,69
10,25.42,11.0014,7,73
12,26.24,15.0013,7,69
21,25.42,11.0014,7,73
50,26.24,11.0014,7,73
118,27.88,15.0013,7,65
184,29.52,15.0013,7,58
304,30.34,15.0013,7,60
391,31.16,19.0012,7,55
420,31.16,19.0012,7,55
472,32.8,19.9995,7,49
430,32.8,23.9994,7,49
324,33.62,19.9995,7,43
317,32.8,19.9995,7,46
369,32.8,26.0027,7,49
390,32.8,19.9995,7,46
379,31.16,19.0012,7,55
262,31.16,16.9979,7,58
207,30.34,15.0013,7,62
181,29.52,15.0013,7,66
93,28.7,8.9981,7,74
51,28.7,8.9981,7,74
25,28.7,15.0013,7,74
10,27.06,15.0013,7,83
7,27.06,12.998,7,78
4,26.24,11.0014,7,78
17,26.24,7.0015,7,78
105,26.24,7.0015,7,83
277,27.88,15.0013,7,74
347,28.7,12.998,7,70
203,30.34,15.0013,7,67
130,31.16,12.998,7,62
141,32.8,6.0032,7,55
165,32.8,12.998,7,59
152,33.62,16.9979,7,56
138,33.62,22.0028,7,56
164,34.44,22.0028,7,53
265,34.44,19.0012,7,53
545,34.44,22.0028,7,49
558,33.62,23.9994,7,49
398,32.8,15.0013,7,55
323,31.98,15.0013,7,59
202,30.34,12.998,7,66
140,31.16,15.0013,7,66
91,30.34,11.0014,7,66
51,30.34,7.0015,7,66
13,30.34,8.9981,7,66
13,29.52,11.0014,7,70
3,29.52,11.0014,7,70
5,29.52,8.9981,7,70
19,28.7,7.0015,7,74
134,29.52,7.0015,7,74
315,30.34,11.0014,7,70
412,31.16,11.0014,7,70
199,32.8,8.9981,7,63
141,33.62,11.0014,7,56
127,33.62,0,7,59
153,34.44,6.0032,7,56
172,35.26,7.0015,7,53
152,35.26,12.998,7,50
158,36.08,12.998,7,44
277,36.9,19.9995,7,42
513,32.8,0,7,66
530,32.8,8.9981,7,66
388,31.16,12.998,7,75
277,30.34,6.0032,7,74
241,30.34,8.9981,7,74
156,30.34,0,7,74
92,29.52,11.0014,7,79
29,29.52,15.0013,8,70
17,29.52,12.998,8,74
11,28.7,7.0015,8,74
4,28.7,11.0014,8,79
4,27.06,8.9981,8,83
26,27.06,7.0015,8,83
100,27.06,6.0032,8,83
282,30.34,0,8,62
382,32.8,12.998,8,43
166,33.62,0,8,41
97,35.26,11.0014,8,36
119,36.08,11.0014,8,32
168,36.9,16.9979,8,33
150,36.9,19.9995,8,31
123,37.72,12.998,8,29
129,36.9,0,8,27
231,36.9,0,8,27
514,31.16,19.9995,8,45
543,31.98,12.998,8,43
413,30.34,15.0013,8,51
305,29.52,15.0013,8,62
220,28.7,16.9979,8,70
137,28.7,6.0032,8,70
96,27.88,12.998,8,74
29,27.06,0,8,74
12,27.06,7.0015,8,74
8,27.88,0,8,69
5,27.06,12.998,8,74
10,27.06,7.0015,8,74
21,27.06,8.9981,8,74
117,27.88,7.0015,8,69
335,29.52,19.0012,8,61
435,30.34,19.0012,8,58
213,31.98,19.9995,8,46
140,33.62,19.9995,8,36
128,34.44,27.9993,8,32
157,35.26,19.0012,8,30
203,35.26,15.0013,8,30
159,36.9,19.0012,8,25
168,36.9,19.0012,8,25
274,36.9,19.0012,8,25
556,36.9,8.9981,8,27
556,35.26,12.998,8,34
454,35.26,15.0013,8,36
288,33.62,16.9979,8,46
254,32.8,15.0013,8,52
191,31.98,11.0014,8,59
132,32.8,11.0014,8,49
43,32.8,11.0014,8,49
16,31.98,11.0014,8,52
11,31.98,11.0014,8,49
4,31.16,6.0032,8,55
7,31.16,11.0014,8,52
24,31.16,6.0032,8,55
110,29.52,32.9975,8,66
271,30.34,15.0013,8,51
437,30.34,11.0014,8,51
195,30.34,12.998,8,55
68,30.34,6.0032,8,58
122,30.34,7.0015,8,58
161,31.16,8.9981,8,55
144,31.16,15.0013,8,58
147,31.16,15.0013,8,58
118,28.7,8.9981,8,79
150,27.88,0,8,79
425,28.7,0,8,79
492,28.7,0,8,84
321,28.7,0,8,84
87,28.7,7.0015,8,84
88,27.88,8.9981,8,89
77,27.88,7.0015,8,89
56,27.88,6.0032,8,89
17,27.88,6.0032,8,89
17,27.06,6.0032,8,94
7,27.06,6.0032,8,94
3,27.06,6.0032,8,94
7,27.88,0,8,89
20,27.88,0,8,89
97,27.88,19.9995,8,89
282,27.88,19.9995,8,89
398,28.7,23.9994,8,82
187,29.52,22.0028,8,74
113,29.52,19.9995,8,71
149,30.34,15.0013,8,66
205,31.16,15.0013,8,62
205,31.16,0,8,58
167,32.8,11.0014,8,55
165,32.8,16.9979,8,55
290,31.16,22.0028,8,62
555,31.16,22.0028,8,62
523,28.7,19.9995,8,74
366,28.7,19.0012,8,74
286,28.7,12.998,8,74
211,28.7,12.998,8,74
174,27.88,12.998,8,74
132,27.06,7.0015,8,74
54,27.06,7.0015,8,74
19,26.24,6.0032,8,78
19,27.06,0,8,69
6,26.24,6.0032,8,78
7,26.24,8.9981,8,78
16,26.24,6.0032,8,78
101,26.24,8.9981,8,78
270,27.06,8.9981,8,78
454,28.7,15.0013,8,65
226,29.52,7.0015,8,58
163,30.34,8.9981,8,55
147,31.16,16.9979,8,52
216,31.16,16.9979,8,52
204,31.98,16.9979,8,52
245,31.98,16.9979,8,52
210,31.16,16.9979,8,55
330,32.8,16.9979,8,49
550,31.98,19.9995,8,49
466,31.16,16.9979,8,52
372,30.34,16.9979,8,55
291,29.52,15.0013,8,58
173,28.7,12.998,8,65
188,28.7,15.0013,8,65
139,27.88,15.0013,8,69
133,27.06,12.998,8,78
67,27.06,11.0014,8,78
53,27.06,15.0013,8,78
42,27.06,11.0014,8,78
10,27.06,11.0014,8,83
6,26.24,6.0032,8,89
27,26.24,7.0015,8,89
63,27.88,11.0014,8,83
121,27.88,11.0014,8,83
215,30.34,15.0013,8,70
290,30.34,19.0012,8,70
349,31.98,15.0013,8,62
382,32.8,15.0013,8,55
441,32.8,22.0028,8,59
380,33.62,16.9979,8,52
362,34.44,16.9979,8,53
343,30.34,11.0014,8,79
149,30.34,11.0014,8,79
211,29.52,30.0026,8,79
171,29.52,16.9979,8,84
137,29.52,19.0012,8,79
114,28.7,22.0028,8,84
120,28.7,22.0028,8,84
108,28.7,19.0012,8,84
80,28.7,19.0012,8,84
73,28.7,16.9979,8,84
66,28.7,15.0013,8,84
32,28.7,8.9981,8,84
6,28.7,8.9981,8,84
5,28.7,12.998,8,89
13,28.7,11.0014,8,89
39,28.7,12.998,8,84
89,29.52,12.998,8,79
184,31.16,7.0015,8,75
266,32.8,8.9981,8,66
269,33.62,0,8,63
370,36.9,19.9995,8,42
324,36.9,19.9995,8,42
322,35.26,12.998,8,47
326,29.52,19.9995,8,74
193,29.52,19.9995,8,74
194,30.34,43.0006,8,74
229,29.52,6.0032,8,74
228,29.52,11.0014,8,79
183,29.52,8.9981,8,84
136,29.52,7.0015,8,84
103,28.7,12.998,8,89
55,28.7,7.0015,8,79
30,28.7,7.0015,8,79
12,27.88,8.9981,8,83
7,27.06,0,8,89
1,27.06,0,8,89
10,27.06,7.0015,8,89
15,28.7,6.0032,8,79
95,28.7,19.0012,8,65
267,29.52,19.9995,8,62
349,30.34,22.0028,8,58
183,31.16,26.0027,8,55
124,32.8,26.0027,8,52
179,33.62,23.9994,8,48
182,33.62,16.9979,8,46
151,34.44,19.9995,8,44
150,33.62,19.9995,8,43
126,34.44,19.9995,8,41
282,35.26,19.0012,8,39
527,35.26,11.0014,8,39
529,34.44,8.9981,8,41
416,33.62,7.0015,8,43
286,32.8,0,8,55
186,31.16,6.0032,8,58
147,31.16,7.0015,8,58
72,30.34,7.0015,8,66
35,29.52,8.9981,8,79
14,29.52,0,8,66
12,29.52,0,8,70
3,29.52,0,8,62
7,28.7,0,8,74
30,28.7,6.0032,8,65
101,29.52,0,8,64
343,29.52,7.0015,8,74
392,30.34,0,8,66
175,31.98,8.9981,8,62
144,32.8,15.0013,8,59
149,32.8,15.0013,8,59
185,33.62,12.998,8,56
175,34.44,11.0014,8,49
148,35.26,19.0012,8,44
164,35.26,19.0012,8,39
285,35.26,19.9995,8,39
532,32.8,11.0014,8,55
585,32.8,12.998,8,55
371,32.8,7.0015,8,49
292,32.8,12.998,8,43
230,31.98,16.9979,8,46
155,31.98,19.9995,8,46
75,31.16,19.0012,8,48
37,30.34,15.0013,8,51
17,29.52,12.998,8,54
11,29.52,11.0014,8,54
4,28.7,11.0014,8,58
5,28.7,8.9981,8,54
32,27.88,6.0032,8,61
119,27.88,0,8,61
305,28.7,6.0032,8,58
399,30.34,12.998,8,51
180,31.16,15.0013,8,48
113,32.8,15.0013,8,43
149,32.8,26.0027,8,41
240,33.62,19.9995,8,38
191,33.62,19.0012,8,38
178,34.44,22.0028,8,34
194,35.26,22.0028,8,30
282,35.26,19.9995,8,26
584,34.44,19.9995,8,26
559,33.62,19.9995,8,28
413,32.8,16.9979,8,26
312,31.16,8.9981,8,31
209,31.16,7.0015,8,33
139,30.34,0,8,37
108,30.34,6.0032,8,37
46,28.7,7.0015,8,45
26,28.7,8.9981,8,45
11,27.06,8.9981,8,54
9,26.24,8.9981,8,57
5,26.24,11.0014,8,57
25,26.24,12.998,8,61
106,25.42,11.0014,8,65
307,27.06,8.9981,8,54
390,28.7,11.0014,8,45
197,29.52,15.0013,8,39
132,30.34,16.9979,8,37
187,31.16,16.9979,8,35
214,31.98,16.9979,8,31
217,31.16,15.0013,8,31
142,32.8,0,8,29
178,32.8,19.9995,8,29
298,32.8,12.998,8,27
582,32.8,16.9979,8,29
571,31.98,6.0032,8,29
371,30.34,12.998,8,35
288,29.52,8.9981,8,37
206,28.7,6.0032,8,48
157,28.7,0,8,48
127,27.06,11.0014,8,50
65,26.24,11.0014,8,53
23,26.24,8.9981,8,53
15,25.42,12.998,8,57
9,25.42,11.0014,8,53
5,25.42,8.9981,8,53
26,24.6,8.9981,8,56
76,25.42,8.9981,8,50
264,26.24,11.0014,8,44
426,27.88,15.0013,8,39
205,29.52,8.9981,8,34
130,30.34,7.0015,8,33
156,31.16,0,8,29
222,32.8,0,8,27
253,31.98,6.0032,8,29
186,32.8,12.998,8,29
249,32.8,11.0014,8,29
334,33.62,0,8,28
516,33.62,0,8,26
465,31.16,19.9995,8,40
385,30.34,15.0013,8,42
287,29.52,15.0013,8,42
226,28.7,8.9981,8,48
231,27.88,0,8,51
151,27.88,0,8,51
84,27.88,7.0015,8,51
77,27.88,6.0032,8,57
74,27.88,0,8,57
27,27.06,8.9981,8,65
10,26.24,8.9981,8,73
18,26.24,7.0015,8,73
22,26.24,6.0032,8,73
44,27.06,12.998,8,74
118,28.7,11.0014,8,65
208,28.7,11.0014,8,74
260,29.52,15.0013,8,74
314,30.34,12.998,8,70
421,27.06,11.0014,8,89
153,30.34,22.0028,8,74
259,30.34,16.9979,8,70
358,27.88,23.9994,8,79
281,28.7,19.0012,8,74
269,29.52,16.9979,8,74
292,28.7,15.0013,8,74
237,27.88,19.0012,8,79
183,27.88,15.0013,8,83
167,27.88,26.0027,8,83
154,27.88,26.0027,8,83
120,27.06,22.0028,8,83
90,27.06,19.9995,8,83
73,26.24,15.0013,8,89
62,26.24,15.0013,8,89
27,26.24,16.9979,8,94
3,26.24,12.998,8,94
10,26.24,11.0014,8,94
6,26.24,7.0015,8,94
24,27.06,12.998,8,89
41,27.06,19.0012,8,89
103,27.06,19.0012,8,89
183,28.7,15.0013,8,79
198,28.7,12.998,8,79
281,28.7,15.0013,8,79
377,29.52,16.9979,8,74
370,30.34,12.998,8,70
331,30.34,12.998,8,66
292,30.34,11.0014,8,66
329,31.16,8.9981,8,62
347,30.34,11.0014,8,66
259,29.52,15.0013,8,74
193,28.7,11.0014,8,84
155,24.6,32.9975,8,88
39,24.6,32.9975,8,88
27,24.6,0,8,83
25,24.6,6.0032,8,88
10,24.6,8.9981,8,88
3,24.6,0,8,83
7,24.6,12.998,8,83
5,24.6,8.9981,8,83
17,24.6,12.998,8,88
90,24.6,16.9979,8,88
258,24.6,16.9979,8,88
355,26.24,22.0028,8,78
222,26.24,22.0028,8,78
141,27.88,19.0012,8,69
153,29.52,16.9979,8,62
178,30.34,19.0012,8,58
193,31.98,19.0012,8,52
151,30.34,6.0032,8,55
182,30.34,19.9995,8,55
283,30.34,22.0028,8,55
530,30.34,19.0012,8,51
483,28.7,12.998,8,65
397,28.7,0,8,65
285,27.06,8.9981,8,74
184,27.06,12.998,8,65
98,27.06,16.9979,8,69
88,26.24,15.0013,8,69
31,26.24,7.0015,8,69
16,26.24,11.0014,8,69
4,25.42,15.0013,8,73
6,25.42,15.0013,8,73
5,26.24,19.9995,8,69
30,25.42,19.0012,8,73
119,25.42,22.0028,8,73
346,26.24,16.9979,8,69
441,28.7,30.0026,8,58
198,27.88,19.0012,8,61
111,28.7,26.0027,8,58
150,30.34,15.0013,8,51
162,31.16,22.0028,8,48
192,31.16,19.9995,8,48
182,31.16,27.9993,8,45
159,32.8,19.9995,8,41
303,32.8,15.0013,8,41
600,31.16,22.0028,8,45
570,31.16,15.0013,8,45
376,30.34,12.998,8,48
280,30.34,0,8,51
215,29.52,0,8,54
152,28.7,0,8,61
77,27.06,8.9981,8,65
24,27.06,6.0032,8,69
14,26.24,11.0014,8,73
6,27.06,0,8,69
5,26.24,0,8,78
5,26.24,0,8,73
28,26.24,0,8,73
105,25.42,0,8,78
308,27.06,6.0032,8,65
487,28.7,11.0014,8,54
209,30.34,6.0032,8,48
118,31.16,6.0032,8,43
128,31.98,7.0015,8,43
189,32.8,19.0012,8,43
176,32.8,12.998,8,41
192,33.62,11.0014,8,36
159,32.8,8.9981,8,43
300,33.62,15.0013,8,43
552,32.8,15.0013,8,49
556,31.16,16.9979,8,55
347,31.16,15.0013,8,55
280,30.34,16.9979,8,58
230,29.52,15.0013,8,62
171,28.7,12.998,8,65
105,28.7,19.0012,8,65
56,27.88,8.9981,8,65
24,27.06,11.0014,8,65
6,27.06,15.0013,8,65
6,27.06,19.0012,8,69
9,26.24,15.0013,8,73
27,26.24,19.0012,8,78
103,26.24,16.9979,8,78
308,26.24,19.9995,8,78
420,27.06,19.0012,8,74
228,29.52,16.9979,8,66
129,30.34,16.9979,8,66
141,31.16,16.9979,8,58
173,32.8,19.0012,8,52
187,32.8,23.9994,8,52
182,33.62,22.0028,8,46
174,32.8,23.9994,8,46
245,32.8,23.9994,8,46
409,32.8,19.9995,8,46
274,31.16,16.9979,8,55
141,27.06,7.0015,8,83
165,27.06,7.0015,8,83
149,27.88,0,8,79
135,28.7,7.0015,8,74
114,28.7,8.9981,8,74
62,27.88,12.998,8,69
20,26.24,0,8,89
8,26.24,0,8,83
3,26.24,0,8,78
8,26.24,0,8,83
17,26.24,0,8,83
93,26.24,0,8,83
263,27.06,6.0032,8,83
398,27.06,0,8,83
218,28.7,8.9981,8,65
165,29.52,6.0032,8,62
165,29.52,6.0032,8,66
222,30.34,6.0032,8,62
232,31.16,12.998,8,62
220,31.98,12.998,8,55
222,32.8,7.0015,8,49
327,32.8,0,8,49
527,31.16,35.0008,8,58
425,31.16,35.0008,8,58
165,25.42,31.0009,8,73
58,25.42,19.9995,8,83
107,25.42,8.9981,8,83
122,24.6,8.9981,8,88
106,24.6,6.0032,8,88
51,24.6,7.0015,9,78
21,24.6,6.0032,9,73
25,23.78,6.0032,9,78
14,23.78,6.0032,9,78
7,22.96,6.0032,9,83
23,22.96,6.0032,9,73
105,24.6,0,9,78
342,24.6,0,9,78
498,25.42,8.9981,9,73
207,26.24,7.0015,9,69
138,27.88,8.9981,9,61
192,29.52,8.9981,9,51
229,29.52,8.9981,9,51
219,29.52,6.0032,9,48
198,29.52,16.9979,9,54
174,29.52,8.9981,9,51
308,30.34,12.998,9,51
628,29.52,16.9979,9,54
531,29.52,15.0013,9,54
443,28.7,11.0014,9,58
280,27.06,15.0013,9,61
177,27.06,12.998,9,57
179,27.06,15.0013,9,57
126,26.24,16.9979,9,65
64,26.24,12.998,9,65
32,25.42,7.0015,9,73
20,25.42,7.0015,9,73
8,24.6,11.0014,9,83
4,24.6,6.0032,9,83
20,24.6,8.9981,9,83
76,24.6,8.9981,9,83
259,24.6,7.0015,9,83
456,25.42,12.998,9,78
220,25.42,7.0015,9,83
140,26.24,11.0014,9,76
192,27.06,7.0015,9,74
260,27.06,15.0013,9,69
279,27.88,8.9981,9,65
283,28.7,7.0015,9,61
346,28.7,16.9979,9,61
381,28.7,8.9981,9,61
455,27.88,11.0014,9,65
355,27.88,12.998,9,65
287,27.06,8.9981,9,69
196,26.24,0,9,73
149,26.24,6.0032,9,73
147,26.24,11.0014,9,73
98,26.24,11.0014,9,73
87,26.24,7.0015,9,73
74,26.24,16.9979,9,69
41,26.24,15.0013,9,69
35,25.42,11.0014,9,73
7,25.42,11.0014,9,73
12,25.42,12.998,9,69
23,25.42,11.0014,9,73
38,25.42,12.998,9,73
89,26.24,11.0014,9,69
201,27.06,16.9979,9,69
258,27.06,16.9979,9,65
194,27.06,19.0012,9,69
257,28.7,15.0013,9,61
353,28.7,15.0013,9,65
380,29.52,11.0014,9,66
388,29.52,11.0014,9,70
374,29.52,12.998,9,70
371,29.52,15.0013,9,70
339,29.52,11.0014,9,70
295,28.7,8.9981,9,74
219,28.7,11.0014,9,79
164,27.88,8.9981,9,83
162,27.88,7.0015,9,83
123,27.06,8.9981,9,85
109,27.06,12.998,9,89
75,27.06,8.9981,9,83
60,27.06,12.998,9,83
43,26.24,12.998,9,89
4,26.24,11.0014,9,83
6,26.24,8.9981,9,83
3,26.24,15.0013,9,84
30,27.06,12.998,9,78
70,27.06,11.0014,9,78
189,27.06,11.0014,9,78
297,28.7,8.9981,9,74
337,30.34,11.0014,9,70
435,31.16,11.0014,9,66
419,31.98,19.0012,9,62
361,31.98,22.0028,9,66
410,31.98,19.0012,9,66
337,32.8,15.0013,9,59
376,31.16,15.0013,9,66
356,31.16,12.998,9,66
328,30.34,12.998,9,70
229,30.34,19.9995,9,70
207,29.52,16.9979,9,74
155,29.52,19.0012,9,74
104,29.52,11.0014,9,70
97,28.7,15.0013,9,74
54,27.88,7.0015,9,79
39,27.88,11.0014,9,79
16,27.88,19.9995,9,74
8,27.88,19.0012,9,69
6,27.06,11.0014,9,74
11,27.06,8.9981,9,74
41,27.06,11.0014,9,74
101,27.06,12.998,9,78
152,27.88,11.0014,9,74
244,28.7,11.0014,9,70
308,28.7,11.0014,9,74
353,29.52,12.998,9,70
389,30.34,8.9981,9,70
357,30.34,11.0014,9,70
253,27.88,19.0012,9,79
284,27.88,19.0012,9,79
114,27.06,7.0015,9,89
123,27.06,6.0032,9,89
175,27.06,7.0015,9,94
82,27.06,16.9979,9,94
60,27.06,19.9995,9,94
64,24.6,39.0007,9,88
20,22.96,26.0027,9,88
8,22.14,23.9994,9,94
2,22.14,16.9979,9,94
1,22.14,19.9995,9,94
4,22.14,19.9995,9,94
21,22.14,23.9994,9,88
72,22.14,22.0028,9,88
172,22.14,23.9994,9,83
364,22.14,26.0027,9,83
185,22.14,27.9993,9,81
106,22.14,23.9994,9,83
89,22.14,26.0027,9,83
67,22.14,26.0027,9,83
29,22.14,19.9995,9,88
24,22.14,19.0012,9,88
89,22.14,26.0027,9,94
106,22.14,26.0027,9,94
291,22.14,26.0027,9,88
373,22.14,26.0027,9,88
281,22.14,27.9993,9,88
163,22.14,19.9995,9,88
121,22.14,19.0012,9,88
84,22.14,22.0028,9,94
58,22.14,16.9979,9,94
13,22.14,15.0013,9,94
5,22.14,16.9979,9,94
6,22.14,15.0013,9,94
2,22.96,8.9981,9,94
4,22.96,11.0014,9,94
