"SalePrice","LotArea","YearBuilt","BedroomAbvGr","GarageCars","YrSold"
120000,8700,1961,3,1,2007
100000,7446,1941,2,0,2006
179400,2280,1999,3,2,2008
124900,7200,1972,2,1,2008
172000,14267,1958,3,1,2010
241600,15417,1981,2,2,2009
140000,6565,1957,3,2,2007
285000,9892,1994,3,2,2010
260000,14330,1974,3,2,2006
591587,51974,2006,4,3,2007
205000,8145,1940,5,2,2009
237000,9548,2003,3,2,2010
249000,12388,1980,4,2,2009
133500,11050,1956,2,1,2006
224900,8158,2003,3,2,2008
213000,8400,2004,3,2,2010
130000,15660,1910,3,2,2009
215000,7020,1997,2,4,2006
178000,9206,1985,3,2,2010
224500,9069,1993,2,4,2006
170000,9434,2004,3,2,2009
217000,9236,1997,3,2,2006
176000,7875,1995,3,2,2007
185485,3710,2007,2,2,2007
184000,12416,1986,3,2,2008
155000,13125,1957,3,2,2006
145000,8385,1978,4,2,2006
179200,8012,1992,2,2,2007
466500,11400,2001,2,3,2007
206000,6762,2006,2,2,2010
137900,2349,1977,3,2,2009
189000,8529,2001,3,2,2009
147000,8872,1965,2,2,2008
119000,6000,1926,2,1,2009
190000,9620,1977,3,2,2010
160500,4500,1997,2,2,2008
118000,9405,1947,2,0,2009
141000,7500,2004,3,0,2008
163000,14330,1975,2,2,2008
116000,8248,1918,3,1,2006
538000,53504,2003,4,3,2010
199900,4274,2006,1,2,2007
143000,9000,1920,3,2,2009
226500,9938,1994,3,2,2008
135000,9723,1963,2,2,2006
131250,7706,1993,2,1,2009
755000,21535,1994,4,3,2007
139500,7733,2005,3,0,2006
105500,2760,1973,3,2,2006
225000,10762,1999,3,2,2009
145000,10482,1958,3,1,2007
105900,8520,1928,2,2,2010
143000,14115,1993,1,2,2009
144000,9503,1958,2,1,2007
135000,8125,1965,3,2,2008
220000,9317,1994,3,2,2007
194000,12400,1940,2,1,2006
250580,8640,2007,3,2,2008
149700,7407,1957,2,2,2010
128900,9600,1956,2,1,2009
361919,12438,2006,4,3,2006
170000,2645,1999,3,2,2008
156500,8000,1960,3,1,2007
305900,10386,2004,3,3,2007
82500,5330,1940,2,0,2009
98000,5604,1925,2,0,2008
207000,11690,1999,3,2,2008
202500,13200,1963,5,2,2007
195500,9535,1998,3,2,2008
121000,1612,1980,2,2,2009
181000,17043,1979,3,2,2009
215000,16196,1998,3,2,2007
176432,9317,2006,3,2,2007
130000,7130,1967,2,1,2009
106500,1533,1970,2,1,2007
34900,7879,1920,2,0,2009
220000,8814,2006,3,2,2009
218689,12018,2008,3,3,2008
144750,7570,1964,4,2,2009
185000,8450,2003,3,2,2007
180000,19900,1970,3,2,2010
110000,13560,1968,2,2,2009
157900,26142,1962,3,1,2010
159500,10800,1890,3,2,2007
210000,9928,1991,3,2,2007
301500,14303,1994,2,2,2008
142500,7937,1984,3,2,2006
169000,9856,1900,5,2,2006
91300,5784,1938,2,1,2009
103400,1680,1973,2,1,2008
260261,11830,2007,3,3,2007
188500,16219,2004,2,2,2007
128500,8300,1968,3,1,2007
125500,7200,1938,2,1,2006
198600,8640,2006,2,2,2006
232000,11957,2006,3,3,2008
167800,8918,2005,3,2,2009
141500,9600,1960,3,2,2008
176500,2280,1999,3,2,2007
202000,8098,2000,2,2,2006
146800,11333,1976,3,2,2007
130500,11767,1946,3,1,2008
290000,11929,1995,4,3,2008
156000,10289,1965,3,2,2007
161000,10544,1969,5,1,2010
135000,7000,1960,2,1,2007
149000,12450,2003,3,2,2007
163990,8461,2005,3,2,2006
137000,10519,1955,3,1,2006
198444,9729,2006,3,3,2007
298751,11449,2007,3,2,2008
232600,11216,2006,3,2,2006
269500,7939,2000,6,4,2009
421250,16900,2001,4,3,2008
155891,8842,1954,3,1,2010
108500,10042,1920,2,1,2007
261500,11885,2001,3,2,2009
177000,2980,2000,2,2,2010
82000,6012,1955,2,0,2008
383970,9965,2007,4,3,2007
109500,4485,1920,2,0,2010
206000,3880,1978,1,2,2010
150000,9019,1994,3,2,2006
189000,9842,1921,4,2,2008
79500,1526,1970,3,0,2006
180000,22136,1925,5,3,2006
168500,2117,2000,2,2,2007
72000,9000,1919,2,0,2006
136500,11100,1951,4,1,2007
200000,10896,1914,8,0,2007
129900,4224,1976,3,2,2007
130000,6760,1962,3,1,2007
139400,7449,1930,3,1,2007
113000,4456,1920,2,0,2009
233000,10142,2004,4,2,2010
132500,10780,1976,3,2,2006
239000,22420,1918,4,3,2007
260000,16059,1991,4,2,2006
102000,8877,1951,2,2,2006
178000,8174,2003,3,2,2009
179600,8500,2004,3,2,2007
138000,9650,1923,4,2,2008
137000,3612,1993,3,2,2006
67000,8248,1914,2,0,2008
230000,8239,1986,2,1,2006
135000,6500,1976,3,2,2008
328900,5119,1999,2,2,2008
80500,6240,1947,2,0,2006
277500,7313,2005,2,2,2007
114000,4571,1910,3,2,2007
176000,13811,1987,2,2,2006
112500,15783,1952,2,1,2007
97000,1680,1972,2,1,2009
97500,5852,1902,6,0,2009
177000,2117,2000,3,2,2007
217500,8826,2000,3,2,2007
290000,12257,1995,4,3,2007
149500,2544,2004,2,2,2010
106900,5870,1900,3,1,2008
556581,16056,2005,4,3,2006
105000,6120,1931,2,1,2009
131000,26400,1880,4,2,2009
90000,10791,1967,2,2,2006
225000,9158,2007,3,2,2007
173000,10852,2000,3,2,2006
104000,7801,1951,2,1,2008
132000,13300,1956,2,1,2007
181900,14585,1960,3,2,2007
108000,8382,1956,3,1,2010
119200,11664,1948,2,1,2007
80000,27697,1961,3,1,2007
157000,5500,2004,2,1,2006
301600,21281,1935,4,3,2007
110000,10440,1910,2,2,2009
323262,10933,2009,1,3,2009
95541,12900,1920,3,2,2008
93900,1495,1970,3,0,2007
148000,10800,1895,3,0,2007
98000,1477,1970,3,0,2008
124500,10447,1984,3,1,2007
378000,14828,2004,2,3,2006
124500,7596,1952,4,2,2009
290000,9950,1995,4,3,2007
127000,7500,1947,3,2,2006
160000,9600,1940,2,1,2009
248500,9345,2007,3,3,2008
160000,6300,1938,3,1,2009
212500,10307,2007,2,2,2009
128000,6000,1939,3,1,2007
183500,12150,1979,2,2,2007
104500,8626,1956,2,1,2007
192000,9760,1963,2,2,2010
205000,7264,1925,3,2,2009
202500,14145,1984,3,2,2006
98000,4571,1916,4,3,2008
126000,8400,1970,2,2,2010
170000,16905,1959,2,1,2007
151500,11850,1984,3,2,2007
180000,8637,1999,3,2,2007
163000,9600,1969,3,2,2009
204000,9303,1996,3,2,2007
177900,14137,1996,3,2,2008
200000,2645,1999,3,2,2008
100000,1680,1973,2,1,2008
149900,2280,1975,3,2,2010
145250,11600,1960,3,1,2006
136500,10659,1961,3,1,2006
109900,7162,1966,3,1,2008
275000,11520,2005,3,3,2010
185000,11358,1972,3,2,2007
90500,1936,1970,3,0,2006
80000,10818,1910,4,2,2006
373000,17778,1981,2,2,2007
372000,13615,2006,3,3,2007
177500,8970,1965,4,2,2009
188000,10110,2003,3,2,2008
184000,5858,1999,2,2,2010
324000,13514,2008,3,3,2009
187000,14175,1956,3,1,2007
195400,6762,2007,2,2,2007
168000,7848,1999,3,2,2009
139000,10836,1922,3,4,2008
140000,9000,1946,3,3,2008
252000,39384,1957,1,2,2006
153000,7703,1978,3,2,2008
107900,6000,1954,2,1,2008
144500,11479,1950,3,1,2010
160000,8250,1981,4,2,2009
250000,12606,2007,3,3,2009
213500,9245,2006,3,2,2007
165000,9150,1962,3,1,2008
170000,9260,2007,3,2,2008
58500,3300,1910,2,0,2009
117000,6000,1925,3,1,2009
167000,21299,1941,3,3,2006
222500,9505,2001,3,2,2010
156500,8400,1957,3,2,2009
162500,11120,1984,3,2,2008
192000,8749,2002,3,2,2007
227000,8400,2001,3,2,2009
112500,6000,1957,3,1,2008
80000,9000,1959,3,0,2008
137000,9724,1947,2,1,2006
81000,8410,1910,5,0,2006
172500,3922,2006,2,3,2007
147000,10690,1920,3,1,2009
168000,14175,1956,3,2,2006
139000,7350,1951,2,2,2008
117000,10998,1941,3,2,2009
109500,7200,1954,2,1,2008
190000,18800,1976,3,2,2006
198000,8772,2005,3,2,2006
133700,7560,1959,3,1,2006
545224,18062,2006,5,3,2006
163500,12155,1970,3,2,2007
189000,14565,1994,3,2,2008
127000,2665,1977,4,1,2006
93000,6000,1954,3,1,2009
153000,10152,1956,3,1,2006
272000,12227,1977,4,2,2008
150000,6120,1938,3,1,2009
55000,3636,1922,2,0,2008
112000,7000,1924,2,1,2006
200825,8125,2005,3,2,2006
468000,11128,2005,2,3,2009
171000,8400,1980,3,2,2010
116500,7518,1910,3,1,2006
153900,12665,1915,4,3,2008
242500,23580,1979,3,2,2006
155000,7200,1936,3,2,2009
125600,5190,1948,2,1,2008
213000,12299,1978,3,2,2007
90000,7200,1930,3,1,2006
271000,10944,1994,3,2,2008
122500,10895,1955,3,1,2010
114504,3600,1910,3,1,2006
134900,7252,1982,2,2,2009
76000,1476,1970,3,0,2010
213500,4920,2001,2,2,2010
75000,10200,1925,2,1,2009
239900,9178,2008,3,3,2009
134900,6000,1937,2,2,2009
197000,15863,1920,5,2,2009
174000,3684,2007,2,3,2009
12789,9656,1923,2,2,2010
134800,7200,1951,3,2,2010
157500,9350,1964,4,2,2006
213000,6904,2005,2,2,2009
245000,15896,1999,4,3,2009
238000,7230,1927,4,2,2007
190500,8450,2001,3,2,2008
114000,9143,1900,2,1,2008
98500,8741,1946,4,0,2007
214000,14598,2007,4,3,2008
255000,11367,2002,3,2,2006
231500,12435,2001,3,2,2008
175900,7153,1992,3,2,2006
132000,6240,1939,4,1,2007
160000,10784,1991,3,2,2007
207500,5062,1984,3,2,2007
370967,8232,2007,2,3,2008
87000,9439,1930,2,1,2007
233555,13377,2006,3,2,2006
75000,2001,1970,3,1,2007
176000,7500,2005,3,2,2006
375000,5568,2006,2,2,2007
119500,2394,1973,2,1,2010
350000,8834,2004,4,3,2009
187500,12205,1966,5,2,2007
255000,10530,1993,3,2,2007
275000,12800,1989,2,2,2009
131000,10164,1939,3,1,2006
118500,7943,1961,3,1,2007
107500,7000,1910,3,0,2008
173000,9130,1966,4,2,2008
148000,3675,2005,2,2,2008
215000,10612,2006,3,2,2007
122000,9819,1967,3,1,2010
177000,11512,1959,2,1,2008
230000,11435,1929,3,2,2006
149300,4426,2004,1,2,2008
165000,15400,1961,4,1,2009
154000,10512,1954,3,1,2007
133000,7920,1970,3,1,2007
184500,13300,2004,3,2,2010
186800,11024,2005,3,2,2006
111000,4800,1910,2,1,2008
119500,9758,1971,3,1,2007
159000,9786,1962,3,2,2006
157000,7200,1920,4,2,2006
500067,17169,2007,2,3,2007
116000,11556,1952,2,1,2008
212500,18837,1978,3,2,2010
149900,9525,1953,5,1,2006
196000,9819,1977,2,2,2009
260000,9900,1993,4,3,2009
360000,10481,2006,3,3,2007
188500,5950,1989,2,2,2008
170000,13355,1971,4,2,2008
108000,10200,1940,2,1,2008
230000,13774,1977,4,2,2009
175000,12886,1963,3,2,2009
394432,11394,2010,1,3,2010
106000,1869,1970,2,1,2008
147000,10970,1978,3,2,2008
185850,7052,2005,2,2,2006
104000,4853,1924,2,1,2010
162000,9610,1958,3,2,2006
335000,11308,2008,3,3,2009
108000,7425,1945,3,1,2008
129500,7599,1982,2,2,2007
200000,11643,1969,6,4,2009
88000,1680,1971,3,1,2010
79000,5940,1946,2,1,2008
85000,7200,1910,2,1,2009
173000,9360,1977,2,2,2009
150909,9060,1923,3,0,2007
114900,6048,1910,2,2,2010
176500,11029,1958,3,2,2008
146000,3604,2007,2,2,2008
130000,10820,1971,2,2,2006
161000,9200,1965,3,2,2007
83500,1974,1973,3,1,2010
131400,10000,1961,3,1,2009
120000,9981,1967,3,1,2008
318061,7820,2007,2,2,2007
193000,7415,2004,3,2,2008
283463,15306,2006,3,3,2007
124500,13008,1956,2,1,2009
197000,11584,1979,3,2,2007
159500,10032,1959,3,2,2010
168000,32463,1961,3,4,2007
184500,10530,1975,3,2,2006
287500,10010,1993,4,3,2008
230000,12420,2001,3,2,2009
170000,9157,2003,3,2,2009
274000,12677,2003,1,2,2008
282500,5911,2005,2,2,2006
144900,10200,1954,3,2,2010
78500,10800,1890,1,1,2009
156500,7200,1910,4,2,2009
180000,5070,1992,2,2,2008
134000,4224,1976,3,2,2007
423000,20896,2005,1,3,2006
119000,7200,1940,2,1,2010
159000,13300,1956,2,2,2006
191000,11526,1922,3,2,2008
193879,6762,2006,2,2,2006
176000,9900,1968,4,2,2008
149900,12537,1971,3,2,2010
180000,11200,1985,3,2,2006
135500,6000,1955,3,2,2006
186700,35133,1963,3,3,2007
119600,8250,1895,4,0,2007
178000,9100,2001,3,2,2009
120000,7400,1962,3,2,2006
222000,21695,1988,3,2,2009
124000,7000,1962,3,0,2006
165500,9000,1958,4,1,2008
189000,8400,1996,3,2,2009
280000,12011,1998,3,2,2006
81500,31250,1951,3,1,2006
150000,11988,1957,3,1,2007
220000,7500,2000,3,2,2009
129000,10751,1974,2,2,2007
217000,11750,2005,3,3,2007
258000,12090,1998,4,2,2006
112500,7700,1972,3,2,2007
84900,11100,1946,2,1,2010
102000,6180,1926,2,1,2007
125500,6173,1967,3,1,2007
208000,13607,1986,3,2,2009
345474,14333,2007,2,3,2007
137000,9462,1949,3,1,2006
169900,12328,1976,3,3,2010
287000,9240,2001,3,2,2008
195000,21780,1920,3,1,2006
148000,7917,1976,3,1,2007
124000,5000,1941,3,1,2008
425000,12633,2007,2,3,2009
237000,9473,2002,3,2,2008
142900,10410,1915,3,2,2009
124000,1300,1980,2,2,2009
260000,13005,1980,4,2,2009
164500,3951,2009,2,2,2009
255000,12000,1980,3,2,2007
175000,15611,1977,3,2,2008
272500,11422,2007,3,2,2009
165500,9101,1978,1,2,2009
118000,1680,1972,3,1,2006
100000,8520,1923,2,2,2007
178000,12090,1984,3,2,2007
129000,9873,1970,3,2,2006
110000,9450,1954,3,2,2007
112000,25339,1918,3,2,2007
148325,7040,1979,2,2,2009
221300,8778,2006,3,3,2007
200000,12798,1997,4,2,2008
148000,15312,1960,3,2,2009
206580,10936,2006,3,2,2007
325000,13500,1893,3,2,2008
123000,11677,1966,3,1,2007
233230,15611,2006,3,2,2006
385000,14803,2007,2,3,2008
186500,8125,2005,3,2,2006
115000,31220,1952,3,2,2008
241500,39104,1954,2,2,2008
129000,6970,1961,3,2,2007
260000,11645,2005,3,2,2006
146500,11836,1970,4,3,2006
164500,10140,1967,3,2,2006
142125,9717,1950,2,1,2010
169500,7758,1931,4,1,2007
321000,10236,1994,4,3,2006
198500,7301,2003,4,2,2009
372397,13758,2005,2,3,2006
129900,6120,1931,2,2,2008
185000,14067,1991,3,2,2008
191000,7500,1998,3,2,2009
181000,10839,1997,3,2,2008
149000,4438,2004,1,2,2008
118900,7200,1952,2,1,2009
200000,6762,2007,2,2,2009
174850,9736,1957,4,2,2007
142000,15428,1951,2,1,2006
132000,6120,1929,2,2,2007
149000,7669,1992,2,2,2009
227000,14670,1966,4,2,2008
129900,9100,1958,3,2,2006
135000,6125,1939,3,1,2007
136000,8050,1959,3,1,2010
136500,10778,1968,4,0,2010
202500,6955,2005,2,2,2006
173000,9248,1992,3,2,2009
155500,7200,1915,3,2,2006
270000,11792,2003,4,3,2009
152000,7903,1960,3,1,2007
216000,7500,2000,3,2,2010
99500,8520,1923,2,1,2009
290000,9205,1990,4,2,2008
150000,11136,1964,4,2,2006
279500,12782,2002,3,2,2009
125500,6600,1962,2,1,2007
99900,3153,1920,2,1,2007
175900,10000,1993,3,2,2010
155000,10000,1974,3,2,2006
188000,7810,1930,4,1,2007
294900,11645,2005,2,3,2006
214000,4379,2004,2,2,2007
125000,7440,1954,3,1,2009
161000,9600,1928,3,2,2008
149000,6876,1927,4,1,2009
205000,13600,1965,3,2,2009
190000,3515,2004,2,2,2010
148000,8846,1996,2,2,2006
116500,7207,1958,2,0,2010
354000,12099,2004,4,3,2007
204000,10335,1999,3,2,2009
173500,10114,2004,3,2,2010
155000,8640,1968,4,2,2006
294323,9512,2005,3,2,2006
73000,5232,1925,2,2,2008
120500,9000,1971,3,2,2007
125000,16012,1954,3,2,2006
212000,6820,1985,1,2,2010
157000,15750,1953,2,1,2006
239686,12822,2003,1,2,2009
94000,6342,1875,2,0,2010
138500,12172,1940,2,2,2007
158900,11616,1978,3,2,2010
145000,34650,1955,3,2,2006
150000,24572,1977,3,3,2008
125000,10950,1952,2,2,2007
239500,9828,1995,3,2,2009
238000,13125,1991,4,3,2007
236500,11838,2001,3,2,2009
162500,8723,1969,3,2,2007
175000,11700,1968,3,2,2007
208300,7862,2009,2,2,2009
120000,6000,1940,3,1,2008
213750,3840,1978,1,2,2007
172500,16500,1971,3,2,2009
128000,6000,1940,3,2,2010
130000,8513,1961,6,0,2008
127000,5000,1924,3,1,2010
156450,9750,1977,2,1,2009
183600,7488,2005,2,2,2006
129200,8789,1967,3,1,2006
220000,11088,2002,1,2,2006
212700,8640,2007,3,2,2008
121000,9888,1954,2,1,2006
184000,9109,1994,3,2,2009
129000,5868,1956,2,1,2010
148800,10710,1966,3,2,2009
155000,14680,1960,2,1,2009
225000,15593,1953,3,2,2006
189500,7984,2004,3,2,2009
146000,8428,1994,3,1,2007
338931,13440,2006,4,3,2007
275000,10927,2005,3,2,2006
268500,10566,1999,3,3,2006
145000,8969,1926,2,1,2008
185000,10126,1997,2,3,2008
76000,9000,1928,2,2,2009
125000,9600,1925,3,1,2007
178400,12122,1961,3,2,2008
165000,10140,1974,3,2,2009
150000,9991,1976,3,2,2009
110000,7340,1971,2,1,2007
142500,9000,1966,3,1,2006
144000,8731,1920,3,2,2007
160000,8658,1965,3,2,2006
169500,7590,1962,4,1,2007
137000,9142,1910,4,1,2006
319900,8035,2006,2,2,2007
295493,10226,2008,3,3,2009
185000,13500,1879,3,2,2007
108500,6000,1920,2,1,2007
216837,9100,2004,3,2,2006
194500,10832,1994,3,2,2008
180000,14250,1957,3,2,2008
142000,12160,1959,3,2,2010
106000,10800,1920,2,2,2009
108480,5400,1921,2,1,2006
145000,8400,1957,3,1,2010
129800,8550,1934,2,1,2006
140000,4043,1977,2,2,2008
137500,8243,1961,3,2,2007
462000,14257,2007,4,3,2009
174000,8991,1976,3,2,2007
250000,10732,2006,3,3,2007
162000,10778,1990,1,2,2009
105000,10410,1915,3,3,2006
110000,7015,1950,3,1,2009
122000,5250,1872,4,0,2008
149900,17755,1959,3,2,2006
266500,9042,1941,4,1,2010
130000,9000,1971,3,2,2009
127000,6897,1962,3,1,2010
437154,20431,2005,4,3,2006
430000,12692,1992,4,2,2007
300000,3842,2004,2,2,2006
128000,9920,1954,3,1,2010
172500,2645,1999,3,2,2009
131750,6400,1959,2,1,2007
99500,7892,1979,2,1,2010
256000,53227,1954,2,2,2008
171750,3136,2003,2,2,2006
146000,9230,1965,1,2,2006
145000,11040,1971,3,2,2008
119000,5400,1920,3,1,2009
129400,6000,1905,3,0,2008
138000,6723,1971,2,0,2007
301000,8010,2003,3,2,2007
215000,8658,2000,3,2,2006
156820,3010,2005,2,2,2006
134000,8250,1968,3,1,2008
194000,16157,1978,2,2,2007
116900,5700,1926,2,1,2008
200000,9135,2003,3,2,2006
279000,20064,1976,0,2,2007
200000,10928,1978,3,2,2009
105000,9492,1941,3,1,2007
130000,6953,1971,3,1,2010
150000,10890,1923,6,0,2007
124900,6060,1930,2,1,2007
130500,6600,1982,3,1,2008
297900,9428,2007,3,3,2008
190000,36500,1964,4,2,2006
135000,9600,1949,2,2,2007
147000,9510,1962,3,1,2006
405749,13162,2006,3,3,2006
123000,6240,1929,2,1,2008
202900,14191,2002,4,2,2010
161500,8872,1997,3,2,2007
125000,9100,1963,6,2,2006
127000,7742,1966,3,1,2007
155000,4113,2001,2,2,2007
138000,14190,1890,3,0,2007
161750,10900,1977,3,1,2010
129500,7244,1970,2,2,2007
109900,4800,1916,2,2,2007
127000,7936,1963,3,1,2009
112000,8926,1956,3,1,2009
140000,5700,1929,3,2,2007
135000,8267,1958,4,2,2010
131000,6860,1956,3,1,2007
294000,17542,1974,3,2,2007
294000,11563,2006,3,3,2008
214900,11316,2002,4,2,2010
132000,8000,1948,2,1,2009
144000,9240,1962,2,2,2006
124100,9316,1965,3,1,2009
205000,10603,1977,3,2,2010
234500,8736,2003,3,2,2009
137250,7832,1968,2,1,2010
124900,8820,1890,2,2,2009
89000,1680,1972,2,1,2006
149900,2544,2005,2,2,2006
145000,9245,1994,3,2,2008
279900,11800,2003,5,2,2007
222500,11404,1998,3,2,2008
111500,5520,1920,4,1,2006
195000,8935,2002,3,2,2009
87000,5000,1925,2,1,2010
240000,10905,2003,4,2,2008
251000,10125,2000,3,3,2009
200000,7755,1918,4,1,2007
168000,7655,1993,3,2,2007
142250,9600,1966,3,2,2010
115000,10434,1955,2,2,2009
136905,11500,1976,4,2,2007
244000,11160,1968,3,2,2010
205000,8880,1994,3,2,2010
175000,7917,1999,3,2,2007
174000,11911,2005,3,2,2009
195500,9978,1998,3,2,2010
137500,9373,1953,3,2,2008
205000,13680,1940,2,2,2009
328000,14000,1996,3,2,2010
615000,12720,2003,1,3,2008
114000,11200,1964,3,2,2010
217000,21000,1953,3,2,2007
171900,4017,2006,2,2,2008
315000,12585,1993,3,3,2006
147500,15564,1914,3,2,2008
138000,6600,1982,2,2,2008
170000,17920,1955,3,2,2006
178000,7777,1996,3,2,2007
107000,8900,1966,2,1,2006
184900,10337,1910,3,2,2007
157000,8286,1977,3,2,2007
127500,6000,1927,3,2,2007
384500,12191,1997,4,3,2007
65000,12205,1949,5,0,2008
224000,14778,1954,3,2,2008
124000,8944,1967,4,3,2009
330000,9763,1998,1,1,2007
165400,6931,2003,3,2,2008
218500,10456,1967,4,2,2010
290000,4385,2001,2,2,2008
260000,23595,1979,0,2,2010
221500,8987,2005,2,3,2010
111500,7745,1900,4,2,2006
182000,11075,1984,3,2,2007
193000,10628,2004,3,2,2009
84900,13260,1962,6,0,2010
180000,11317,2003,3,2,2007
89900,10122,1948,1,1,2008
225000,3072,2004,2,2,2006
89500,4480,1922,2,1,2007
279000,13215,2004,3,3,2006
282000,11305,2002,2,3,2007
130000,22692,1953,3,2,2007
257500,12891,2002,4,3,2009
192350,10400,1979,2,2,2007
210000,14210,1930,3,2,2006
145000,7136,1946,4,2,2007
188900,10530,1978,4,2,2006
330000,9044,1996,4,3,2007
234000,10918,1926,3,1,2009
176000,12090,1981,3,2,2007
146900,9743,1969,3,2,2008
205000,10480,1976,4,2,2008
173500,8633,2005,3,2,2009
119000,6000,1924,2,2,2008
167000,9045,2005,3,2,2007
180500,11851,1990,3,2,2009
147900,16561,1996,3,1,2007
115000,10500,1971,3,0,2010
160200,3182,2005,2,2,2009
252000,10574,2005,3,3,2009
146500,9720,1910,4,3,2009
216500,7851,2002,4,2,2010
144000,10400,1956,3,1,2009
82000,8154,1941,1,1,2010
167000,10368,1964,3,2,2006
127500,7200,1954,4,1,2008
143000,8163,1959,3,1,2006
159000,9500,1963,3,2,2009
125000,7094,1966,3,1,2007
140000,7056,1963,4,2,2008
110000,9477,1966,3,1,2008
159000,7700,1985,4,2,2010
320000,13650,2002,3,3,2010
155000,4420,1980,1,2,2010
207000,8198,2004,2,2,2008
175000,8285,1992,3,2,2008
457347,16023,2005,3,3,2006
193800,3784,2006,2,2,2007
181000,8063,2000,3,2,2007
291000,11000,2000,4,3,2008
99000,7000,1961,3,1,2007
310000,11003,2008,3,3,2009
225000,11454,1995,3,3,2008
160000,8800,1964,3,1,2006
177625,13495,1956,3,2,2009
165000,12102,1976,3,2,2008
334000,11025,1992,3,3,2006
355000,17433,1998,4,3,2010
220000,33120,1962,5,2,2006
135000,10454,1957,3,1,2009
285000,11134,1992,4,3,2010
190000,9671,1969,6,3,2009
140500,14357,1961,2,2,2007
90000,6410,1958,3,0,2010
209500,4590,2006,2,2,2007
166000,7250,1993,3,2,2009
119900,10926,1959,6,0,2009
127000,8540,1956,3,1,2007
144100,8398,1910,3,2,2007
125000,9750,1958,3,2,2006
116000,10320,1915,3,1,2009
219500,8200,2003,4,2,2007
135000,9600,1951,3,1,2006
259000,14122,2005,3,3,2010
118500,11841,1990,3,0,2007
122000,3068,1920,3,1,2010
208500,8450,2003,3,2,2008
279500,10652,2006,3,3,2007
215200,8640,2009,3,2,2010
143000,10355,1967,3,1,2007
270000,13108,1994,4,2,2006
190000,16492,1966,2,2,2010
131000,11409,1949,3,1,2009
183850,39290,2008,2,3,2007
235500,10820,1999,3,2,2007
135000,5160,1927,3,1,2009
153000,12450,2003,3,2,2009
181900,10825,1983,3,2,2008
115000,8500,1919,3,0,2007
160000,10000,1962,3,2,2010
147000,9069,1992,2,2,2010
109500,6130,1924,2,0,2008
137500,6120,1920,4,1,2007
233170,9541,2009,3,2,2009
127500,4347,1910,3,1,2008
228500,9375,2002,3,2,2007
79500,9100,1930,2,1,2008
35000,8088,1922,1,1,2006
267000,16226,1998,4,2,2007
360000,11578,2008,3,3,2009
175000,10021,1997,3,2,2007
180500,9600,1976,4,2,2009
535000,16052,2006,4,3,2006
88000,6120,1925,3,1,2006
174000,2645,1999,2,2,2007
179000,10800,1987,3,0,2009
167900,10140,1974,3,2,2009
83000,10625,1920,2,1,2010
145000,8393,1959,4,2,2006
85000,5925,1900,3,1,2007
224900,12137,1998,3,2,2010
172500,11184,1978,3,2,2009
168675,8333,2006,3,2,2007
255500,11146,2006,3,3,2009
157500,17600,1960,3,2,2009
245350,10475,2008,3,3,2010
148500,4000,1930,2,1,2007
293077,9520,2007,3,3,2008
127000,7200,1972,3,2,2007
80000,11515,1958,3,1,2007
85500,5900,1923,2,0,2006
151000,3180,2005,2,2,2006
115000,6240,1936,3,1,2006
445000,15274,2003,3,3,2009
145000,4426,2004,1,2,2008
265979,11700,1880,4,4,2009
470000,18261,2005,3,3,2006
137000,11425,1954,2,1,2006
130000,11235,1963,3,1,2007
39300,5000,1946,1,0,2007
285000,4538,2001,1,2,2008
67500,9800,1920,2,1,2010
83000,1953,1973,2,1,2006
274000,9720,2001,3,3,2008
224500,8800,1964,5,2,2007
123000,8294,1971,3,4,2007
153500,8100,1948,2,2,2007
200000,8068,2002,4,2,2009
225000,7993,2008,3,2,2009
112000,1680,1971,3,1,2009
263435,8004,2009,3,2,2009
123000,7838,1967,3,1,2006
275000,12728,2001,4,2,2007
182000,4740,1988,2,2,2007
197000,8726,2002,4,2,2006
145000,8604,1978,2,2,2009
166800,13200,1958,3,2,2008
325000,12256,1994,3,2,2010
124000,8430,1978,3,0,2009
117000,5310,1910,2,1,2006
172785,15578,2006,3,2,2006
186000,11355,1958,3,2,2008
158000,9364,1969,4,1,2010
119000,8190,1954,3,1,2007
215000,16635,1977,3,2,2009
145000,7476,1968,3,2,2007
184900,7632,2005,3,2,2006
133000,4435,2003,1,2,2006
138500,8400,1968,3,1,2006
109500,7200,1950,2,2,2006
189000,7500,1999,3,2,2010
156000,12099,1953,3,1,2007
194000,3606,2006,2,2,2007
45000,5925,1940,1,1,2009
155000,8816,1971,3,2,2010
177000,13869,1997,3,2,2007
158000,11050,1975,3,2,2009
180000,18265,1986,3,2,2008
154900,7681,1921,3,1,2009
161000,10320,1915,3,2,2007
169000,10464,1980,2,2,2006
119000,9600,1950,3,1,2008
109000,10134,1940,2,1,2007
100000,6911,1924,2,2,2009
220000,12182,2005,3,2,2010
211000,11250,2001,3,2,2009
159000,13072,2004,3,2,2009
130000,6930,1958,3,1,2006
124000,9488,1947,3,1,2008
179200,7153,1991,3,2,2008
157000,10000,1973,3,2,2008
82500,11900,1977,3,2,2009
154000,10143,1963,3,1,2009
185000,9765,1993,3,2,2009
315000,14601,2006,2,3,2009
162500,9144,1915,4,2,2008
111900,10295,1969,2,1,2008
192500,3182,2005,2,2,2009
152400,8375,1941,2,3,2008
369900,11443,2005,2,3,2006
